,Source,eType,Target,Time,Weight,SourceLocation
531511,636721,3,503570,5417319,1.0,
838655,636721,2,655265,13334000,226.0,
1354390,636721,3,550466,4253281,33.0,
1634196,636721,3,605235,13617752,1.0,
1634198,636721,2,655265,13617752,41.0,
1944675,636721,3,517649,5972401,330.0,
1975946,636721,3,540827,9861131,1.0,
2308689,636721,3,544415,3981297,1.0,
2442052,636721,3,554011,23573435,33.0,
2459900,636721,3,565206,25580196,90.0,
2464224,636721,3,554011,12017348,104.0,
2715944,636721,3,483999,16272018,560.0,
2825612,636721,3,483999,10493501,15.0,
3273323,636721,3,642172,31297234,37.0,
3443366,636721,3,579492,13434876,919.0,
4020475,636721,2,655265,9072048,1479.0,
4092323,636721,2,655265,30037819,24.0,
4459183,636721,2,585417,295788,182.0,
4459208,636721,3,654651,378374,1121.0,
4459239,636721,2,655265,477278,1087.0,
4459263,636721,2,655265,543600,587.0,
4459270,636721,3,509816,534389,186.0,
4459308,636721,2,484458,633658,2420.0,
4459348,636721,3,499177,751621,1.0,
4459353,636721,3,558930,708857,370.0,
4459418,636721,2,655265,951137,55.0,
4459455,636721,2,655265,1074423,34.0,
4459481,636721,3,619234,1141682,1191.0,
4459496,636721,2,470406,1234415,51.0,
4459501,636721,2,655265,1228326,2462.0,
4459531,636721,2,655265,1311640,5211.0,
4459610,636721,3,605235,1515873,1.0,
4459626,636721,2,585417,1477831,24.0,
4459644,636721,2,655265,1615424,57.0,
4459650,636721,2,655265,1557415,109.0,
4459667,636721,2,655265,1647042,279.0,
4459674,636721,3,490137,1647042,485.0,
4459710,636721,2,470406,1745321,26.0,
4459727,636721,2,585417,1825468,80.0,
4459750,636721,3,592419,1853205,1.0,
4459787,636721,2,655265,1933869,217.0,
4459799,636721,3,626511,2008826,69.0,
4459827,636721,2,655265,2081019,162.0,
4459838,636721,2,655265,2094526,2270.0,
4459863,636721,3,461577,2288652,93.0,
4459880,636721,2,655265,2283840,330.0,
4459929,636721,2,585417,2355418,184.0,
4459953,636721,2,655265,2457056,619.0,
4460003,636721,2,655265,2531154,6.0,
4460056,636721,2,655265,2708678,8.0,
4460063,636721,2,499073,2692283,203.0,
4460169,636721,3,631478,2955877,731.0,
4460196,636721,2,655265,3083235,902.0,
4460242,636721,2,655265,3167166,365.0,
4460268,636721,2,655265,3227932,98.0,
4460273,636721,2,655265,3217966,425.0,
4460344,636721,3,542241,3456013,515.0,
4460357,636721,3,547205,3479409,20.0,
4460371,636721,2,655265,3475242,648.0,
4460377,636721,3,499177,3584407,1.0,
4460379,636721,2,470406,3605131,1876.0,
4460393,636721,3,617468,3560212,253.0,
4460399,636721,2,655265,3579881,861.0,
4460404,636721,2,655265,3579881,676.0,
4460430,636721,3,485885,3673267,1442.0,
4460458,636721,2,655265,3731411,6.0,
4460474,636721,2,499073,3737080,307.0,
4460479,636721,2,655265,3720273,885.0,
4460511,636721,2,655265,3810264,74.0,
4460520,636721,2,655265,3810876,825.0,
4460524,636721,2,655265,3812165,108.0,
4460541,636721,2,655265,3895955,94.0,
4460553,636721,2,655265,3976738,119.0,
4460559,636721,2,470406,3991567,172.0,
4460595,636721,3,544444,4080054,92.0,
4460620,636721,3,567736,4080963,427.0,
4460643,636721,3,646378,4149196,1.0,
4460721,636721,2,655265,4449617,125.0,
4460769,636721,3,513705,4511711,26.0,
4460804,636721,3,614057,4617980,141.0,
4460811,636721,2,655265,4715131,1539.0,
4460835,636721,2,655265,4755951,3362.0,
4460851,636721,2,470406,4760689,98.0,
4460856,636721,3,458872,4760689,1.0,
4460869,636721,2,655265,4753538,115.0,
4460908,636721,2,655265,4852358,50.0,
4460937,636721,3,637454,4943180,375.0,
4460955,636721,3,492039,4965640,1.0,
4461042,636721,3,529502,5247895,1.0,
4461065,636721,3,570041,5297769,119.0,
4461077,636721,2,655265,5364768,130.0,
4461090,636721,3,591728,5390430,1.0,
4461095,636721,2,655265,5356802,11336.0,
4461133,636721,3,488994,5538794,1939.0,
4461150,636721,2,655265,5560659,1565.0,
4461164,636721,2,655265,5551286,51.0,
4461183,636721,2,470406,5659245,90.0,
4461193,636721,2,655265,5629204,162.0,
4461213,636721,2,499073,5746916,566.0,
4461267,636721,2,655265,5800836,35.0,
4461309,636721,3,649034,5895667,102.0,
4461316,636721,3,483999,5893946,614.0,
4461339,636721,2,655265,5969161,23.0,
4461382,636721,2,655265,6136612,1424.0,
4461409,636721,2,470406,6154577,327.0,
4461424,636721,2,655265,6285491,63.0,
4461457,636721,3,620883,6320213,300.0,
4461470,636721,2,585417,6331568,62.0,
4461504,636721,2,655265,6398691,361.0,
4461519,636721,3,492039,6409224,1.0,
4461524,636721,2,655265,6395709,292.0,
4461589,636721,3,641131,6578147,493.0,
4461611,636721,2,655265,6653600,330.0,
4461624,636721,3,552748,6687903,276.0,
4461652,636721,2,655265,6849160,605.0,
4461656,636721,3,563092,6868541,904.0,
4461689,636721,3,592419,6940087,1.0,
4461701,636721,3,461877,6916132,146.0,
4461706,636721,2,655265,6950403,30.0,
4461718,636721,2,655265,7020965,506.0,
4461732,636721,2,655265,7018192,1.0,
4461738,636721,3,488994,7017308,533.0,
4461752,636721,3,643087,7011616,23.0,
4461754,636721,2,655265,7004706,53.0,
4461759,636721,2,655265,6998600,184.0,
4461777,636721,3,629784,7032898,13.0,
4461794,636721,3,464809,7130082,265.0,
4461806,636721,2,655265,7118682,143.0,
4461825,636721,3,523286,7094916,174.0,
4461871,636721,2,655265,7287187,41.0,
4461877,636721,3,619695,7359544,304.0,
4461892,636721,2,655265,7351921,3775.0,
4461900,636721,2,470406,7402365,174.0,
4461925,636721,2,585417,7431514,119.0,
4461931,636721,2,655265,7459465,474.0,
4461934,636721,2,655265,7432404,90.0,
4461940,636721,2,470406,7484038,1033.0,
4461956,636721,2,585417,7447687,28.0,
4461965,636721,2,470406,7543800,38.0,
4461981,636721,2,655265,7588589,80.0,
4461984,636721,2,655265,7588589,420.0,
4462007,636721,2,655265,7616192,2959.0,
4462029,636721,2,655265,7693354,245.0,
4462039,636721,2,655265,7690605,2.0,
4462077,636721,3,499840,7776764,53.0,
4462087,636721,3,618634,7810728,8.0,
4462131,636721,3,485471,7864106,210.0,
4462145,636721,2,655265,7864687,14.0,
4462187,636721,2,655265,8045333,198.0,
4462211,636721,3,555931,8141771,29.0,
4462217,636721,2,655265,8127060,227.0,
4462247,636721,2,655265,8269618,505.0,
4462263,636721,3,608159,8229162,207.0,
4462271,636721,2,470406,8358163,174.0,
4462275,636721,2,655265,8332050,61.0,
4462308,636721,2,470406,8411067,2285.0,
4462318,636721,2,655265,8380843,67.0,
4462344,636721,2,655265,8467442,200.0,
4462347,636721,2,585417,8498432,100.0,
4462352,636721,3,563055,8498432,40.0,
4462424,636721,3,476182,8580279,448.0,
4462434,636721,2,655265,8655873,2423.0,
4462511,636721,3,603116,8874374,16.0,
4462524,636721,2,470406,8830768,283.0,
4462610,636721,3,469483,9095946,87.0,
4462623,636721,2,484458,9091257,23.0,
4462628,636721,3,541381,9091257,19.0,
4462636,636721,3,640324,9078306,12.0,
4462647,636721,2,655265,9164159,23.0,
4462667,636721,2,655265,9197292,666.0,
4462681,636721,2,655265,9194984,253.0,
4462715,636721,3,490745,9263309,349.0,
4462731,636721,3,546793,9367230,602.0,
4462744,636721,2,470406,9344476,16.0,
4462756,636721,2,655265,9423390,49.0,
