,Source,eType,Target,Time,Weight,SourceLocation
3607,538771,4,462146,-323424000,0.0625,
3632,538771,4,652563,-591868800,0.0909091,
3674,538771,4,653816,-242121600,0.0625,
3682,538771,4,521370,-400752000,0.055555600000000004,
3697,538771,4,477902,-258710400,0.1,
3792,538771,4,589499,-512899200,0.07142860000000001,
3836,538771,4,600158,-691574400,0.047619,
3856,538771,4,495860,-679478400,0.08333330000000001,
3874,538771,4,530130,-733737600,0.0625,
3907,538771,4,520589,-610272000,0.0909091,
4030,538771,4,549279,-638265600,0.0625,
4042,538771,4,498205,-669801600,0.0625,
4060,538771,4,551513,-701769600,0.0666667,
4244,538771,4,619226,-449740800,0.047619,
4262,538771,4,457185,-418204800,0.05,
4284,538771,4,531391,-384076800,0.05,
4308,538771,4,468528,-481795200,0.041666699999999994,
4323,538771,4,508586,-988963200,0.166667,
4343,538771,4,518313,-196848000,0.08333330000000001,
4412,538771,4,468104,-560332800,0.0909091,
4435,538771,4,581631,-544003200,0.0526316,
4482,538771,4,630210,-544003200,0.0526316,
4511,538771,4,532186,-544003200,0.0625,
4527,538771,4,619717,-638265600,0.0625,
4537,538771,4,523620,-512899200,0.0526316,
4559,538771,4,467921,-347270400,0.07142860000000001,
4576,538771,4,527009,-418204800,0.05,
4597,538771,4,582996,-575971200,0.0625,
4613,538771,4,525510,-638265600,0.0625,
4629,538771,4,565132,-638265600,0.0625,
4645,538771,4,596945,-765273600,0.08333330000000001,
4655,538771,4,531519,-831110400,0.125,
4663,538771,4,574425,-765360000,0.11111099999999999,
4682,538771,4,626137,-788947200,0.037037,
4722,538771,4,488848,-228038400,0.05,
4735,538771,4,519936,-228038400,0.0909091,
4744,538771,4,614131,-228038400,0.125,
4753,538771,4,492492,-196848000,0.08333330000000001,
4786,538771,4,609834,-610099200,0.0666667,
4792,538771,4,548600,-497260800,0.07692310000000001,
4815,538771,4,636371,-610099200,0.0625,
4833,538771,4,626501,-418204800,0.05,
4851,538771,4,639332,-575971200,0.0625,
4859,538771,4,501439,-610099200,0.07692310000000001,
4871,538771,4,580394,-686563200,0.125,
4880,538771,4,589232,-670665600,0.11111099999999999,
4894,538771,4,602969,-273657600,0.08333330000000001,
4903,538771,4,592696,-465638400,0.14285699999999998,
4925,538771,4,526501,-669801600,0.0625,
4941,538771,4,641263,-733737600,0.07692310000000001,
4966,538771,4,568239,-575971200,0.0625,
4977,538771,4,473333,-686563200,0.14285699999999998,
4992,538771,4,556294,-610099200,0.0666667,
4996,539232,4,473043,-623491200,0.0909091,
4997,566476,4,473043,-623491200,0.0909091,
4998,538771,4,473043,-623491200,0.0909091,
4999,491573,4,473043,-623491200,0.0909091,
5000,585791,4,473043,-623491200,0.0909091,
5001,565073,4,473043,-623491200,0.0909091,
5002,591742,4,473043,-623491200,0.0909091,
5003,544629,4,473043,-623491200,0.0909091,
5004,652020,4,473043,-623491200,0.0909091,
5005,652440,4,473043,-623491200,0.0909091,
5006,546487,4,473043,-623491200,0.0909091,
5011,538771,4,532197,-560332800,0.11111099999999999,
5018,538771,4,565737,-542707200,0.1,
5412,538771,4,540328,-323424000,0.11111099999999999,
6866,538771,4,476766,-670665600,0.166667,
