,Source,eType,Target,Time,Weight,SourceLocation
280204,609500,1,550287,10985425,1.0,4.0
280206,550287,3,627982,10985425,32.0,
295638,575848,0,550287,3026911,1.0,
295639,550287,1,551023,3026911,1.0,0.0
311931,528343,0,550287,20496177,1.0,
311932,550287,1,539933,20496177,1.0,0.0
398246,654453,0,550287,12556251,1.0,
398247,550287,1,602193,12556251,1.0,0.0
431671,623468,0,550287,10737368,1.0,
431673,550287,3,596301,10737368,33.0,
431674,550287,0,568920,10737368,1.0,
539847,478853,0,512397,24802762,1.0,
539848,512397,0,498757,24802762,1.0,
567377,528822,1,550287,22312495,1.0,2.0
567378,550287,1,491325,22312495,1.0,0.0
607019,474526,1,550287,17423445,1.0,0.0
607412,464124,1,512397,3236416,1.0,3.0
612530,601366,0,512397,19962746,1.0,
612531,512397,1,563246,19962746,1.0,2.0
678207,626401,1,550287,28804253,1.0,3.0
678208,550287,1,514076,28804253,1.0,0.0
702318,485963,0,550287,6665791,1.0,
702319,550287,1,611084,6665791,1.0,0.0
817509,572196,0,550287,20258419,1.0,
817510,550287,1,546218,20258419,1.0,0.0
836255,573132,0,550287,2431485,1.0,
841827,553413,1,550287,9076847,1.0,0.0
850773,459521,1,550287,5206667,1.0,0.0
850775,550287,3,656053,5206667,563.0,
953053,589380,1,550287,9514507,1.0,3.0
973257,602415,1,550287,12043250,1.0,4.0
1006244,461030,1,550287,29993284,1.0,1.0
1006245,550287,0,496553,29993284,1.0,
1014095,617435,1,550287,3698120,1.0,4.0
1042957,581835,1,550287,5832680,1.0,1.0
1127930,634863,0,550287,11167414,1.0,
1215134,598924,0,550287,25675965,1.0,
1215135,550287,1,641422,25675965,1.0,0.0
1273715,548767,1,550287,31042137,1.0,1.0
1382230,629805,0,550287,3121788,1.0,
1382231,550287,1,567115,3121788,1.0,0.0
1445204,516536,0,550287,27677711,1.0,
1445205,550287,1,470886,27677711,1.0,0.0
1451001,560055,1,512397,11995029,1.0,5.0
1483646,478354,0,550287,27052819,1.0,
1483647,550287,1,609830,27052819,1.0,0.0
1537652,548428,0,550287,6724679,1.0,
1537654,550287,3,575227,6724679,198.0,
1537655,550287,1,464948,6724679,1.0,0.0
1653322,598042,1,550287,12789363,1.0,0.0
1653323,550287,1,559758,12789363,1.0,0.0
1656620,625199,1,550287,998337,1.0,0.0
1656621,550287,1,640254,998337,1.0,0.0
1659648,624873,1,550287,9369376,1.0,5.0
1659649,550287,1,640254,9369376,1.0,0.0
1659650,550287,2,516389,9369376,27.0,
1660229,490958,1,550287,11086606,1.0,0.0
1660230,550287,1,640254,11086606,1.0,0.0
1660231,550287,2,593195,11086606,56.0,
1677426,554534,0,550287,17399201,1.0,
1677428,550287,3,635904,17399201,435.0,
1677429,550287,0,458881,17399201,1.0,
1702345,611840,1,550287,12789197,1.0,0.0
1718415,644948,1,550287,30932761,1.0,1.0
1720257,549882,0,550287,6237036,1.0,
1720258,550287,1,516415,6237036,1.0,0.0
1720259,550287,2,593195,6237036,165.0,
1729389,589783,0,550287,27131682,1.0,
1729391,550287,3,547205,27131682,2.0,
1805945,618474,1,550287,24635413,1.0,2.0
1805946,550287,1,579305,24635413,1.0,0.0
1825191,485657,0,550287,9782684,1.0,
1825192,550287,1,504295,9782684,1.0,0.0
1870277,627644,1,550287,2190281,1.0,4.0
1870278,550287,1,540134,2190281,1.0,0.0
1921047,631903,0,550287,5891535,1.0,
1921049,550287,3,493358,5891535,85.0,
1921050,550287,1,587000,5891535,1.0,0.0
1924582,631903,1,550287,17456691,1.0,5.0
1924584,550287,3,556642,17456691,915.0,
1928493,631903,1,550287,29878598,1.0,5.0
1946881,584056,0,550287,29297199,1.0,
1946882,550287,1,623594,29297199,1.0,0.0
1951288,619440,1,550287,12286123,1.0,4.0
1994571,493786,1,550287,9896455,1.0,0.0
2020892,636253,0,550287,14448021,1.0,
2020893,550287,1,537750,14448021,1.0,0.0
2047378,501902,1,512397,17137482,1.0,3.0
2054586,655756,1,550287,8965254,1.0,2.0
2054588,550287,3,654368,8965254,136.0,
2054589,550287,1,616610,8965254,1.0,0.0
2088220,476581,1,550287,14798437,1.0,0.0
2088221,550287,1,601496,14798437,1.0,0.0
2105854,643618,1,550287,10628923,1.0,4.0
2105855,550287,1,468922,10628923,1.0,0.0
2192439,484459,0,550287,8070314,1.0,
2195341,484459,1,550287,15336032,1.0,1.0
2195343,550287,3,609929,15336032,163.0,
2226763,587034,1,550287,24538855,1.0,5.0
2240584,497417,0,512397,28839656,1.0,
2240585,512397,1,547434,28839656,1.0,2.0
2260445,655796,0,550287,4329241,1.0,
2260447,550287,3,578908,4329241,229.0,
2321664,611953,1,550287,28083383,1.0,4.0
2321666,550287,3,544415,28083383,50.0,
2334475,639892,0,550287,17367882,1.0,
2334476,550287,0,653894,17367882,1.0,
2353930,519817,1,550287,4758177,1.0,4.0
2353931,550287,1,600532,4758177,1.0,0.0
2353932,550287,2,593195,4758177,1111.0,
2364049,529123,1,550287,25661479,1.0,0.0
2364050,550287,0,560378,25661479,1.0,
2471005,476705,0,550287,6575699,1.0,
2471007,550287,3,483999,6575699,63.0,
2471008,550287,0,470115,6575699,1.0,
2585961,637727,1,550287,10023116,1.0,0.0
2585962,550287,1,570047,10023116,1.0,0.0
2587419,518231,1,550287,16269649,1.0,4.0
2587420,550287,1,570047,16269649,1.0,0.0
2607394,512397,1,491850,22235223,1.0,2.0
2642829,598107,1,512397,30628478,1.0,5.0
2679206,483622,1,550287,6056675,1.0,3.0
2679207,550287,1,626840,6056675,1.0,0.0
2681746,483622,0,512397,25850187,1.0,
2681747,512397,1,595701,25850187,1.0,2.0
2783176,531712,1,550287,17148996,1.0,2.0
2786202,550287,0,558377,15813179,1.0,
2821761,528775,1,550287,25435269,1.0,1.0
2821763,550287,3,649490,25435269,133.0,
2821764,550287,1,551925,25435269,1.0,0.0
2902418,645756,1,512397,12384087,1.0,1.0
2902419,512397,1,638659,12384087,1.0,2.0
2918157,463146,0,512397,13836239,1.0,
2918158,512397,1,630565,13836239,1.0,2.0
2951616,510910,1,512397,22419955,1.0,4.0
2951617,512397,0,592709,22419955,1.0,
2955610,468194,1,550287,17315141,1.0,5.0
2998867,535325,0,550287,3663394,1.0,
2998868,550287,0,617969,3663394,1.0,
3018141,654316,1,550287,19307212,1.0,3.0
3018143,550287,3,551425,19307212,1569.0,
3018144,550287,1,500036,19307212,1.0,0.0
3099156,526178,0,550287,27344007,1.0,
3099157,550287,1,505916,27344007,1.0,0.0
3103119,533233,1,550287,7094451,1.0,0.0
3104854,533233,0,550287,29566775,1.0,
3104856,550287,3,602870,29566775,665.0,
3104857,550287,1,628980,29566775,1.0,0.0
3130922,550287,0,578507,29838813,1.0,
3136581,657170,0,512397,12899670,1.0,
3143045,592693,0,550287,2378727,1.0,
3143046,607640,1,550287,2378727,1.0,3.0
3143048,550287,3,649122,2378727,141.0,
3235610,655714,1,550287,14611256,1.0,0.0
3305507,516207,0,550287,17256252,1.0,
3305508,550287,0,507234,17256252,1.0,
3307885,642501,0,550287,30070804,1.0,
3307886,550287,1,516207,30070804,1.0,0.0
3307887,550287,2,593195,30070804,613.0,
3314125,564946,0,550287,13089204,1.0,
3314126,486024,0,550287,13089204,1.0,
3314128,550287,3,540827,13089204,1.0,
3354518,525496,1,550287,28360676,1.0,0.0
3354520,550287,3,583906,28360676,9.0,
3399269,524202,0,512397,30168733,1.0,
3399270,496375,0,512397,30168733,1.0,
3501667,647715,1,550287,15055936,1.0,5.0
3501669,550287,3,641917,15055936,151.0,
3508921,479947,0,550287,6752215,1.0,
3552530,594832,1,550287,23426114,1.0,1.0
3552531,550287,1,572850,23426114,1.0,0.0
3632173,620846,0,550287,6883788,1.0,
3632174,550287,1,529318,6883788,1.0,0.0
