,Source,eType,Target,Time,Weight,SourceLocation
299947,489873,1,644830,7552725,1.0,3.0
331767,578812,1,644830,11588719,1.0,2.0
331768,644830,1,634257,11588719,1.0,0.0
415080,585212,1,592700,16370690,1.0,4.0
463078,515079,1,585212,5487483,1.0,0.0
557392,546801,0,585212,28545575,1.0,
557393,585212,0,502611,28545575,1.0,
578002,575672,0,644830,10260042,1.0,
578003,644830,0,586427,10260042,1.0,
585194,490740,1,644830,11151394,1.0,4.0
585195,644830,1,611733,11151394,1.0,0.0
613795,512061,1,644830,9255043,1.0,2.0
613796,644830,1,496541,9255043,1.0,0.0
779636,598450,1,644830,26157624,1.0,5.0
824217,648367,0,585212,15412854,1.0,
824218,585212,1,626172,15412854,1.0,4.0
825547,591482,0,644830,26536144,1.0,
825548,644830,0,626172,26536144,1.0,
917066,465041,1,644830,15228741,1.0,1.0
968646,644830,1,477792,3997201,1.0,0.0
979311,592099,1,585212,1902980,1.0,3.0
979312,585212,1,533199,1902980,1.0,4.0
1192412,618268,0,585212,29137873,1.0,
1192413,585212,1,517792,29137873,1.0,4.0
1232908,591327,0,644830,25403718,1.0,
1232909,644830,1,593386,25403718,1.0,0.0
1254530,644830,1,490124,25498606,1.0,0.0
1254531,644830,2,487677,25498606,1508.0,
1303148,644830,1,505535,3460589,1.0,0.0
1304249,608508,0,585212,1084366,1.0,
1404678,626959,1,644830,17724644,1.0,5.0
1404680,644830,3,581349,17724644,3248.0,
1556758,488068,1,644830,13318234,1.0,0.0
1556759,644830,1,510624,13318234,1.0,0.0
1556760,644830,2,467086,13318234,1.0,
1556902,598684,0,644830,14353634,1.0,
1556903,644830,1,510624,14353634,1.0,0.0
1556904,644830,2,481475,14353634,19.0,
1584456,544052,1,585212,20221948,1.0,4.0
1608056,502919,0,644830,14863450,1.0,
1608058,644830,3,592419,14863450,1.0,
1643307,497239,1,644830,5623151,1.0,4.0
1643308,644830,0,568815,5623151,1.0,
1706727,509362,1,644830,24286329,1.0,4.0
1706729,644830,3,552748,24286329,22.0,
1786750,466446,1,585212,11414900,1.0,3.0
1788709,564977,0,644830,19364150,1.0,
1788711,644830,3,461577,19364150,4.0,
1788712,644830,0,614531,19364150,1.0,
1827318,504295,1,585212,20569011,1.0,3.0
1827319,585212,1,598315,20569011,1.0,4.0
1827623,504295,1,644830,21964922,1.0,3.0
1909043,568494,0,644830,6999165,1.0,
1909044,644830,0,584453,6999165,1.0,
1961600,539795,1,644830,9704729,1.0,3.0
2197438,484459,0,644830,20924674,1.0,
2197440,644830,3,609929,20924674,1440.0,
2197441,644830,1,615401,20924674,1.0,0.0
2234332,476725,1,644830,12452561,1.0,4.0
2234333,644830,1,630608,12452561,1.0,0.0
2239702,497417,0,585212,16476423,1.0,
2239703,585212,0,643389,16476423,1.0,
2288183,568434,0,644830,18846464,1.0,
2327995,535859,1,644830,13952457,1.0,5.0
2384818,569371,1,644830,24463764,1.0,5.0
2384819,644830,1,485932,24463764,1.0,0.0
2384820,644830,2,467086,24463764,751.0,
2421906,579364,1,644830,19210464,1.0,4.0
2421908,644830,3,651537,19210464,156.0,
2481063,644830,1,581836,11499863,1.0,0.0
2495831,591345,0,644830,7896762,1.0,
2495832,644830,0,630083,7896762,1.0,
2504829,591345,0,644830,21791922,1.0,
2504831,644830,3,636813,21791922,232.0,
2504832,644830,1,627362,21791922,1.0,0.0
2556333,468904,1,644830,6771156,1.0,0.0
2556335,644830,3,474695,6771156,237.0,
2562345,472005,0,585212,3464413,1.0,
2562346,585212,0,632735,3464413,1.0,
2588552,570047,0,644830,21093144,1.0,
2588553,644830,0,654637,21093144,1.0,
2609287,483535,1,585212,8555097,1.0,2.0
2676020,644830,1,512887,8999679,1.0,0.0
2676021,644830,2,467086,8999679,6.0,
2700216,648343,1,585212,20143804,1.0,0.0
2729496,618876,1,644830,8097644,1.0,4.0
2729497,644830,0,540882,8097644,1.0,
2742734,644830,0,639658,30252309,1.0,
2785228,458449,1,585212,3814216,1.0,4.0
