,Source,eType,Target,Time,Weight,SourceLocation
482383,619322,3,619245,29810175,159.0,
847412,619322,2,549891,18864052,33.0,
923115,619322,3,472749,28685663,6.0,
1150543,619322,2,549891,26018195,41.0,
1530258,619322,3,569044,9078959,1.0,
2033387,619322,3,492039,20305242,1.0,
2472656,619322,3,483999,29398600,279.0,
2513815,619322,2,549891,1445076,6663.0,
2755646,619322,3,532852,5485356,1927.0,
3057551,619322,2,549891,8954311,486.0,
3477902,619322,3,624532,13595044,80.0,
3700101,619322,2,549891,10815385,524.0,
4477308,619322,2,549891,26201644,98.0,
4863591,619322,3,579218,12199256,155.0,
4866514,619322,3,590442,96346,17.0,
4866569,619322,2,549891,459375,556.0,
4866624,619322,2,549891,625280,330.0,
4866631,619322,3,547205,634562,242.0,
4866673,619322,2,549891,791481,12.0,
4866679,619322,3,489369,814363,138.0,
4866716,619322,3,478007,916031,376.0,
4866727,619322,2,549891,913018,1106.0,
4866780,619322,2,549891,1143485,406.0,
4866814,619322,2,549891,1215650,496.0,
4866892,619322,3,643087,1475879,3.0,
4866932,619322,2,549891,1681939,542.0,
4866935,619322,2,549891,1671888,3030.0,
4866999,619322,2,549891,1739224,264.0,
4867007,619322,2,549891,1830620,543.0,
4867014,619322,3,556707,1836039,197.0,
4867024,619322,3,480475,1900828,764.0,
4867032,619322,2,549891,1907424,547.0,
4867043,619322,2,549891,1913067,974.0,
4867073,619322,2,549891,2132844,466.0,
4867079,619322,2,549891,2134330,661.0,
4867113,619322,3,569215,2160038,405.0,
4867164,619322,3,520080,2345036,9.0,
4867188,619322,3,588802,2521130,299.0,
4867221,619322,2,549891,2599250,852.0,
4867233,619322,3,489532,2634943,13.0,
4867243,619322,2,549891,2599052,517.0,
4867256,619322,3,558517,2737690,981.0,
4867301,619322,2,549891,2899125,1331.0,
4867310,619322,2,549891,2866321,1054.0,
4867373,619322,3,492039,3035266,1.0,
4867398,619322,3,504970,3149191,3.0,
4867404,619322,2,549891,3152574,1715.0,
4867409,619322,2,549891,3117243,253.0,
4867438,619322,2,549891,3324267,506.0,
4867467,619322,2,549891,3507030,523.0,
4867476,619322,2,549891,3491659,214.0,
4867502,619322,2,549891,3565098,17.0,
4867509,619322,2,549891,3543870,7805.0,
4867522,619322,2,549891,3558617,112.0,
4867549,619322,2,549891,3736458,175.0,
4867562,619322,2,549891,3719531,338.0,
4867568,619322,2,549891,3813137,88.0,
4867574,619322,3,609406,3843418,79.0,
4867597,619322,3,641131,3922325,232.0,
4867628,619322,3,461577,4004790,1237.0,
4867644,619322,3,485459,4061265,146.0,
4867713,619322,2,549891,4254717,548.0,
4867722,619322,3,462923,4336435,1.0,
4867760,619322,2,549891,4410742,2200.0,
4867795,619322,2,549891,4587891,599.0,
4867801,619322,3,596610,4596993,78.0,
4867864,619322,3,590595,4862810,235.0,
4867882,619322,2,549891,4927354,16.0,
4867924,619322,3,605093,5140857,858.0,
4867932,619322,3,516672,5097621,96.0,
4867986,619322,2,549891,5279004,5894.0,
4868053,619322,2,549891,5625779,701.0,
4868084,619322,2,549891,5716255,1545.0,
4868105,619322,2,549891,5796983,6728.0,
4868119,619322,3,630902,5796784,371.0,
4868186,619322,2,549891,6175466,77.0,
4868244,619322,3,635369,6331421,257.0,
4868268,619322,2,549891,6432391,283.0,
4868295,619322,2,549891,6407092,6758.0,
4868359,619322,2,549891,6689301,207.0,
4868376,619322,2,549891,6745706,607.0,
4868388,619322,2,549891,6778014,559.0,
4868394,619322,2,549891,6747315,512.0,
4868397,619322,2,549891,6739647,385.0,
4868415,619322,2,549891,6754084,2151.0,
4868424,619322,2,549891,6862853,619.0,
4868477,619322,3,461577,7042290,1753.0,
4868482,619322,3,478695,6999847,715.0,
4868490,619322,3,554011,7112674,1788.0,
4868510,619322,2,549891,7216477,249.0,
4868528,619322,2,549891,7268070,519.0,
4868578,619322,3,509816,7431148,63.0,
4868645,619322,3,547205,7796448,75.0,
4868677,619322,2,549891,7792226,252.0,
4868682,619322,2,549891,7876851,4221.0,
4868713,619322,3,459033,7952880,153.0,
4868744,619322,3,477643,8070532,169.0,
4868778,619322,2,549891,8182123,1644.0,
4868802,619322,3,515723,8241488,254.0,
4868823,619322,2,549891,8383321,481.0,
4868930,619322,2,549891,8688653,229.0,
4868968,619322,2,549891,8834456,1206.0,
4868979,619322,2,549891,8910160,512.0,
4869002,619322,2,549891,8918437,145.0,
4869032,619322,2,549891,9015393,126.0,
4869051,619322,3,574208,9094722,286.0,
4869090,619322,3,614798,9160761,3.0,
4869128,619322,3,558930,9340851,11.0,
4869138,619322,2,549891,9349968,470.0,
4869157,619322,3,483999,9451197,167.0,
4869215,619322,3,622123,9627342,5.0,
4869312,619322,2,549891,9937447,609.0,
4869330,619322,2,549891,10034991,511.0,
4869344,619322,2,549891,10067783,751.0,
4869347,619322,2,538291,10032492,1161.0,
4869358,619322,2,549891,10121747,2948.0,
4869396,619322,3,555931,10288136,55.0,
4869409,619322,3,642063,10297214,27.0,
4869450,619322,2,549891,10570558,595.0,
4869466,619322,2,549891,10557928,233.0,
4869493,619322,2,549891,10725951,232.0,
4869524,619322,2,549891,10896925,3669.0,
4869556,619322,2,549891,10972848,457.0,
4869584,619322,3,565782,11102433,20.0,
4869601,619322,2,538291,11152126,441.0,
4869635,619322,2,549891,11362263,17.0,
4869638,619322,2,549891,11355845,623.0,
4869660,619322,2,549891,11431290,112.0,
4869676,619322,2,549891,11519756,246.0,
4869691,619322,2,549891,11498761,788.0,
4869730,619322,2,549891,11601395,78.0,
4869763,619322,2,549891,11703045,14.0,
4869788,619322,3,649122,11752976,1154.0,
4869794,619322,2,549891,11753796,11.0,
4869804,619322,2,549891,11775387,6.0,
4869815,619322,2,549891,11849787,227.0,
4869823,619322,2,549891,11847747,1037.0,
4869851,619322,2,549891,11947525,1102.0,
4869856,619322,3,649490,11947525,1.0,
4869882,619322,3,581101,12011451,54.0,
4869887,619322,2,549891,12012926,1609.0,
4869904,619322,2,549891,12134776,12680.0,
4870000,619322,3,469675,12460851,3.0,
4870008,619322,2,549891,12482675,310.0,
4870020,619322,2,549891,12542323,464.0,
4870026,619322,3,608531,12533311,758.0,
4870078,619322,2,549891,12728679,789.0,
4870135,619322,2,549891,12960017,528.0,
4870144,619322,2,549891,12984404,632.0,
4870165,619322,3,568661,13057610,214.0,
4870197,619322,2,549891,13160698,394.0,
4870214,619322,2,549891,13163867,1735.0,
4870217,619322,2,549891,13163867,186.0,
4870231,619322,2,484985,13250735,645.0,
4870291,619322,2,549891,13597216,414.0,
4870303,619322,2,549891,13608501,37.0,
4870328,619322,2,549891,13656104,299.0,
4870355,619322,3,614798,13824000,69.0,
4870379,619322,3,483999,13856029,54.0,
4870381,619322,2,549891,13824752,364.0,
4870464,619322,2,549891,14174210,133.0,
4870467,619322,2,538291,14174210,7721.0,
4870475,619322,2,549891,14199262,278.0,
4870480,619322,3,597461,14199262,1144.0,
4870503,619322,2,549891,14258884,22.0,
4870544,619322,2,549891,14351237,64.0,
4870575,619322,2,549891,14515213,3565.0,
4870601,619322,2,549891,14620324,215.0,
4870615,619322,3,484265,14625360,251.0,
4870630,619322,2,549891,14606682,17.0,
4870638,619322,3,481988,14610006,2369.0,
4870707,619322,2,549891,14862964,390.0,
4870724,619322,2,549891,14983951,10165.0,
4870734,619322,2,549891,15081651,421.0,
4870754,619322,2,549891,15040639,5.0,
4870810,619322,2,484985,15222628,610.0,
4870838,619322,3,544444,15389455,85.0,
4870858,619322,2,549891,15422927,51.0,
4870869,619322,2,549891,15473317,605.0,
4870888,619322,3,490745,15483876,401.0,
4870921,619322,2,549891,15561255,289.0,
4870931,619322,2,549891,15560693,4054.0,
4870937,619322,3,625405,15622843,921.0,
4870942,619322,3,632647,15622592,461.0,
4871011,619322,3,605235,15927885,1.0,
4871032,619322,2,549891,15988542,1190.0,
4871056,619322,3,461577,16089930,143.0,
4871059,619322,2,549891,16131637,528.0,
4871075,619322,2,549891,16183449,5615.0,
4871097,619322,2,549891,16194633,545.0,
4871148,619322,2,549891,16422278,1198.0,
4871215,619322,2,538291,16689656,485.0,
4871224,619322,2,549891,16779606,223.0,
4871239,619322,3,515723,16770047,346.0,
4871306,619322,3,642063,17031284,17.0,
4871310,619322,2,549891,17022979,195.0,
4871335,619322,2,549891,17116053,572.0,
4871400,619322,3,641131,17377211,637.0,
4871411,619322,2,549891,17367856,321.0,
4871417,619322,2,549891,17367856,2682.0,
4871456,619322,2,549891,17564171,253.0,
4871521,619322,2,549891,17852450,11.0,
4871526,619322,2,549891,17826007,53.0,
4871538,619322,3,550957,17838761,1.0,
4871551,619322,2,549891,17895172,655.0,
4871608,619322,2,549891,18186153,604.0,
4871615,619322,3,641131,18186153,90.0,
4871629,619322,2,549891,18260060,601.0,
4871635,619322,2,549891,18251408,144.0,
4871647,619322,2,549891,18325934,492.0,
4871679,619322,3,590442,18430308,68.0,
4871692,619322,2,549891,18425394,405.0,
4871743,619322,3,500134,18578529,262.0,
4871746,619322,2,549891,18578529,620.0,
4871806,619322,3,577037,18845300,130.0,
4871918,619322,3,590595,19273368,964.0,
4871927,619322,2,549891,19287376,3830.0,
4871944,619322,2,549891,19398119,11.0,
4871977,619322,3,651537,19447835,1118.0,
4872002,619322,2,549891,19545129,550.0,
4872013,619322,2,549891,19533962,554.0,
4872036,619322,2,549891,19640899,481.0,
4872067,619322,3,631478,19715451,2303.0,
4872072,619322,3,609929,19725889,27.0,
4872090,619322,2,549891,19787773,32.0,
4872093,619322,2,549891,19793404,768.0,
4872108,619322,2,549891,19838052,8.0,
4872112,619322,2,549891,19875915,505.0,
4872158,619322,3,540350,20089266,1.0,
4872260,619322,2,549891,20527575,211.0,
4872275,619322,3,461577,20599914,382.0,
4872283,619322,2,549891,20623720,4.0,
4872301,619322,2,549891,20667442,1669.0,
4872305,619322,2,549891,20649611,1195.0,
4872320,619322,3,576046,20713226,677.0,
4872352,619322,2,549891,20862201,2822.0,
4872359,619322,3,542240,20862201,4767.0,
4872421,619322,3,631478,21119066,620.0,
4872433,619322,3,627982,21096750,719.0,
4872441,619322,3,518485,21209419,33.0,
4872453,619322,3,536981,21187556,106.0,
4872507,619322,3,596301,21431553,51.0,
4872516,619322,2,549891,21448279,559.0,
4872523,619322,3,485885,21448279,157.0,
4872538,619322,2,549891,21558078,162.0,
4872560,619322,2,549891,21646222,108.0,
4872568,619322,3,626044,21605127,32.0,
4872611,619322,2,549891,21804034,624.0,
4872647,619322,2,549891,21873778,234.0,
4872658,619322,3,555931,21879643,943.0,
4872683,619322,3,483999,21961964,83.0,
4872689,619322,2,549891,21983905,526.0,
4872717,619322,3,465778,22038053,691.0,
4872728,619322,2,549891,22076515,599.0,
4872759,619322,2,549891,22213476,585.0,
4872774,619322,3,581518,22211828,56.0,
4872785,619322,2,549891,22323122,607.0,
4872788,619322,2,549891,22341630,585.0,
4872811,619322,2,549891,22403564,202.0,
4872857,619322,2,549891,22566611,350.0,
4872879,619322,2,549891,22598291,594.0,
4872885,619322,3,620076,22560019,233.0,
4872928,619322,3,489948,22735680,126.0,
4872981,619322,2,549891,22989241,572.0,
4872985,619322,2,549891,22991044,315.0,
4872988,619322,2,549891,23017531,11.0,
4873000,619322,2,549891,23115011,37.0,
4873009,619322,2,549891,23086232,1693.0,
4873023,619322,2,549891,23186924,102.0,
4873033,619322,2,549891,23163173,338.0,
4873044,619322,2,549891,23158081,8735.0,
4873059,619322,2,538291,23256774,751.0,
4873065,619322,3,613334,23291771,1552.0,
4873087,619322,2,549891,23346418,593.0,
4873096,619322,2,549891,23426951,6004.0,
4873103,619322,2,549891,23417814,322.0,
4873124,619322,2,549891,23500812,2971.0,
4873161,619322,2,549891,23596454,1144.0,
4873167,619322,2,549891,23599697,2146.0,
4873217,619322,3,614057,23789408,187.0,
4873241,619322,3,508661,23863515,44.0,
4873274,619322,3,544444,23933201,215.0,
4873311,619322,3,479672,24108458,357.0,
4873335,619322,2,549891,24214657,607.0,
4873351,619322,2,549891,24200699,7.0,
4873369,619322,3,544415,24279909,290.0,
4873375,619322,3,462460,24281663,168.0,
4873380,619322,2,549891,24386687,9.0,
4873399,619322,2,549891,24373409,3.0,
4873426,619322,2,538291,24477609,512.0,
4873430,619322,2,549891,24573771,603.0,
4873435,619322,3,525263,24573771,283.0,
4873472,619322,3,631478,24642275,474.0,
4873480,619322,2,549891,24778858,556.0,
4873518,619322,3,641131,24817953,135.0,
4873549,619322,2,549891,24894022,63.0,
4873557,619322,3,574677,24900884,1.0,
4873630,619322,3,467804,25150995,39.0,
4873632,619322,2,549891,25150995,1251.0,
4873659,619322,3,588591,25230478,399.0,
4873684,619322,2,549891,25323841,289.0,
4873717,619322,3,492039,25413613,1.0,
4873755,619322,3,469746,25496598,2.0,
4873850,619322,2,549891,25770729,406.0,
4873867,619322,2,549891,25839023,584.0,
4873887,619322,2,549891,25941035,647.0,
4873892,619322,3,461577,25941035,36.0,
4873933,619322,2,549891,26110113,13.0,
4873967,619322,2,549891,26183380,645.0,
4873975,619322,2,549891,26198431,11366.0,
4873996,619322,2,549891,26283472,564.0,
4874004,619322,2,549891,26321767,1571.0,
4874025,619322,3,474202,26361690,190.0,
4874039,619322,2,549891,26465948,11.0,
4874072,619322,2,549891,26481258,633.0,
4874138,619322,3,558517,26722252,442.0,
4874180,619322,3,490206,26973001,71.0,
4874194,619322,2,549891,26962728,659.0,
4874201,619322,3,635354,26962728,94.0,
4874227,619322,2,549891,27045141,237.0,
4874233,619322,2,549891,27053463,1357.0,
4874268,619322,2,549891,27222488,617.0,
4874281,619322,3,587361,27347819,176.0,
4874312,619322,2,549891,27491057,572.0,
4874347,619322,3,475970,27573600,1050.0,
4874355,619322,3,499177,27648874,1.0,
4874357,619322,2,549891,27648874,353.0,
4874362,619322,2,549891,27664425,555.0,
4874367,619322,2,549891,27678792,28.0,
4874375,619322,2,549891,27681167,3.0,
4874434,619322,2,549891,27922813,3579.0,
4874450,619322,2,549891,27931719,5300.0,
4874496,619322,2,549891,28119623,629.0,
4874527,619322,2,549891,28174096,526.0,
4874548,619322,2,549891,28291824,560.0,
4874574,619322,2,549891,28361680,1084.0,
4874580,619322,3,601658,28363730,8.0,
4874589,619322,2,549891,28490603,449.0,
4874633,619322,2,549891,28601096,549.0,
4874639,619322,2,549891,28622381,866.0,
4874652,619322,2,549891,28735246,10.0,
4874662,619322,2,549891,28688611,1657.0,
4874667,619322,2,549891,28710223,512.0,
4874672,619322,3,512749,28710223,371.0,
4874693,619322,2,549891,28789151,544.0,
4874720,619322,2,549891,28863384,1673.0,
4874744,619322,3,550466,28966619,20.0,
4874754,619322,2,549891,28980751,733.0,
4874799,619322,3,612524,29124960,4702.0,
4874814,619322,3,499177,29126902,1.0,
