,Source,eType,Target,Time,Weight,SourceLocation
378501,574136,3,617468,9210880,2.0,
511231,574136,3,492039,812170,1.0,
511233,574136,2,593195,812170,2358.0,
609398,574136,2,593195,4514441,971.0,
650440,574136,2,593195,18318465,671.0,
853123,574136,3,645667,27313843,488.0,
988148,574136,3,469675,10805639,4.0,
1041675,574136,3,483999,785534,98.0,
1177012,574136,2,593195,24862946,1167.0,
1269007,574136,2,593195,14695842,294.0,
1278818,574136,2,593195,5012296,307.0,
1347223,574136,3,531490,7259295,1.0,
1526132,574136,2,593195,19360132,1018.0,
1703375,574136,3,548607,20692525,41.0,
1727845,574136,3,583695,30291706,13.0,
1985017,574136,2,593195,7520632,317.0,
2202482,574136,3,475970,16692022,367.0,
2355525,574136,2,593195,12216731,403.0,
2413707,574136,3,641131,2806002,207.0,
2987746,574136,2,593195,9945315,199.0,
3015927,574136,3,551425,3543497,590.0,
3168587,574136,3,536851,10899616,146.0,
3727820,574136,3,471142,14869083,56.0,
4076842,574136,2,516389,25335385,346.0,
4349565,574136,3,606218,15066047,191.0,
4494458,574136,3,552748,14696645,2475.0,
4494460,574136,2,593195,14696645,2.0,
4624097,574136,2,593195,21094222,595.0,
4875946,574136,3,552748,22756240,49.0,
5023644,574136,3,585273,13861765,177.0,
5062693,574136,2,593195,7393039,2333.0,
5139348,574136,2,516389,20252446,15.0,
5364103,574136,3,569215,6753939,206.0,
5427543,574136,2,516389,6176935,840.0,
6195870,574136,3,606218,7095625,3.0,
6529245,574136,3,628923,25843010,1.0,
6912183,574136,2,593195,28180334,506.0,
7068974,574136,2,657187,1991785,633.0,
7145629,574136,2,593195,29900330,18.0,
7207037,574136,3,492532,274353,1250.0,
7250722,574136,3,565579,18866894,1.0,
7329398,574136,2,516389,23266820,30.0,
7345987,574136,3,457982,2349604,79.0,
7451059,574136,3,576493,24808536,1159.0,
7990301,574136,2,593195,29814652,17.0,
9643430,574136,3,520837,8908237,457.0,
10959856,574136,2,516389,11864168,494.0,
12043165,574136,2,593195,10568671,391.0,
13010151,574136,3,641131,16621925,86.0,
13014479,574136,2,593195,18679619,1037.0,
13330244,574136,3,467175,10456947,1020.0,
15271899,574136,3,479918,28891239,54.0,
15368998,574136,3,643087,16254632,21.0,
16541794,574136,3,525263,12710544,11063.0,
18154345,574136,3,552133,1923509,514.0,
18316936,574136,3,641131,19442110,138.0,
18429101,574136,3,560979,9343513,5.0,
